course_number,title,term,credit_hours,instructor,description
EAS 701.511,Masters Project,Fall 2025,4-Jan,Benjamin Goldstein,
EAS 701.511,Masters Project,Winter 2026,4-Jan,Benjamin Goldstein,
EAS 701.512,Masters Project,Fall 2025,4-Jan,,
EAS 701.512,Masters Project,Winter 2026,4-Jan,,
EAS 701.513,Masters Project,Fall 2025,4-Jan,,
EAS 701.513,Masters Project,Winter 2026,4-Jan,,
EAS 701.514,Masters Project,Winter 2026,4-Jan,Greg Keoleian,
EAS 701.514,Masters Project,Fall 2025,4-Jan,Greg Keoleian,
EAS 701.515,Masters Project,Winter 2026,4-Jan,Shannon Brines,
EAS 701.515,Masters Project,Fall 2025,4-Jan,Shannon Brines,
EAS 701.516,Masters Project,Fall 2025,4-Jan,Geoffrey M. Lewis,
EAS 701.516,Masters Project,Winter 2026,4-Jan,Geoffrey M. Lewis,
EAS 701.517,Masters Project,Winter 2026,4-Jan,Steven L. Yaffee,
EAS 701.517,Masters Project,Fall 2025,4-Jan,Steven L. Yaffee,
EAS 701.518,Masters Project,Winter 2026,4-Jan,Samuel Stolper,
EAS 701.518,Masters Project,Fall 2025,4-Jan,Samuel Stolper,
EAS 701.519,Masters Project,Winter 2026,4-Jan,,
EAS 701.519,Masters Project,Fall 2025,4-Jan,,
EAS 701.520,Masters Project,Winter 2026,4-Jan,Nathaniel Geiger,
EAS 701.520,Masters Project,Fall 2025,4-Jan,Nathaniel Geiger,
EAS 701.521,Masters Project,Winter 2026,4-Jan,Peter A. Adriaens,
EAS 701.521,Masters Project,Fall 2025,4-Jan,Peter A. Adriaens,
EAS 701.522,Masters Project,Winter 2026,4-Jan,shakara tyler,
EAS 701.522,Masters Project,Fall 2025,4-Jan,shakara tyler,
EAS 701.523,Masters Project,Winter 2026,4-Jan,Michael Craig,
EAS 701.523,Masters Project,Fall 2025,4-Jan,Michael Craig,
EAS 701.524,Masters Project,Winter 2026,4-Jan,Peter A. Adriaens,
EAS 701.524,Masters Project,Fall 2025,4-Jan,Peter A. Adriaens,
EAS 701.525,Masters Project,Winter 2026,4-Jan,Andy Hoffman,
EAS 701.525,Masters Project,Fall 2025,4-Jan,Andy Hoffman,
EAS 701.526,Masters Project,Winter 2026,2,Sheila Schueller,"Master's Projects are interdisciplinary capstone experiences that enable SEAS master's students to develop solutions to pressing problems faced by real-world clients and develop critical professional skills. The Sustainability Theme Master’s Projects courses will work on projects that fall within a SEAS Sustainability Theme, such as “Conservation & Restoration” or “Water Resources.” Students in a theme-based course will work alongside three other project teams through a structured and instructor-facilitated process over the course of 16 months (3 semesters). The theme-based course is designed to maximize student engagement with the client and multiple advisors, provide opportunities for learning core content and skills relevant to the respective sustainability theme, and facilitate collaborative learning across projects within the theme. Winter 1 (2c) is the first course in the series and will focus on establishing foundational knowledge on theme- and project-specific disciplinary content; project management and client communication skills, and completion of a robust project plan so that students are prepared to continue to work actively with their client on project tasks during the summer. The following fall course (2c) will focus on compilation of the summer’s work. Finally, during the second winter course (2c) students will finalize and disseminate project reports and deliverables."
EAS 701.527,Masters Project,Winter 2026,2,M'Lis Bartlett,
EAS 701.528,Masters Project,Winter 2026,2,Mark Lindquist,
EAS 701.529,Masters Project,Winter 2026,4-Jan,Rajiv Ghimire,
EAS 701.530,Masters Project,Winter 2026,4-Jan,Inés Ibáñez Brian Weeks,
EAS 701.532,Masters Project,Winter 2026,4-Jan,Nina Brooks,
EAS 701.533,Masters Project,Winter 2026,4-Jan,Geoffrey Henderson,
EAS 701.534,Masters Project,Winter 2026,4-Jan,Parth Vaishnav,
EAS 701.535,Masters Project,Winter 2026,4-Jan,Silvia Santa Maria Newell,
EAS 701.536,Masters Project,Winter 2026,4-Jan,Kai Zhu,
EAS 701.537,Masters Project,Winter 2026,4-Jan,Ivette Perfecto,
EAS 701.538,Masters Project,Winter 2026,4-Jan,Allen Burton,
EAS 701.539,Masters Project,Winter 2026,4-Jan,Lauren Mullenbach,
EAS 701.540,Masters Project,Winter 2026,4-Jan,,
EAS 701.541,Masters Project,Winter 2026,4-Jan,,
EAS 701.542,Masters Project,Winter 2026,4-Jan,Geoffrey M. Lewis,
EAS 701.543,Masters Project,Winter 2026,4-Jan,Allan Hruska,
EAS 701.544,Masters Project,Winter 2026,4-Jan,Derek Van Berkel,
EAS 701.545,Masters Project,Winter 2026,4-Jan,Nathaniel Geiger,
EAS 701.546,Masters Project,Winter 2026,4-Jan,Shannon Brines,
EAS 701.547,Masters Project,Winter 2026,4-Jan,Avik Basu,
EAS 701.548,Masters Project,Winter 2026,4-Jan,Peter A. Adriaens,
EAS 701.549,Masters Project,Winter 2026,4-Jan,,
EAS 701.550,Masters Project,Winter 2026,4-Jan,Shelie Miller,
EAS 701.551,Masters Project,Winter 2026,4-Jan,Neil Carter,
EAS 701.552,Masters Project,Winter 2026,4-Jan,Greg Keoleian,
EAS 701.888,"Traditional Masters Project, Project Planning",Winter 2026,1,"Avik Basu Handa, Radhika",
EAS 711.001,Michigan Climate Ven,Fall 2025,3,,"This is a University-wide year-long program with a central action-learning-based (ABL) component in the form of a Fund focused on investing in and supporting startups aiming to decarbonize. It aims to combine the best of the research at multiple schools and colleges, with ABL, aimed at probably the most serious problem of our times. This is a two-year program. Visit this website for more information."
EAS 711.001,Michigan Climate Ven,Winter 2026,3,,"This is a University-wide year-long program with a central action-learning-based (ABL) component in the form of a Fund focused on investing in and supporting startups aiming to decarbonize. It aims to combine the best of the research at multiple schools and colleges, with ABL, aimed at probably the most serious problem of our times. This is a two-year program. Visit this website for more information."
EAS 731.001,Interdisc Prob Solv,Fall 2024,3,,
EAS 731.001,Interdisc Prob Solv: Human Trafficking Lab,Winter 2025,3,,
EAS 731.002,Interdisc Prob Solv,Fall 2024,3,,
EAS 731.002,"Interdisc Prob Solv: Clean, Equitable Power",Winter 2025,3,,
EAS 741.001,Research Paradigms,Fall 2025,3,Pamela Jagger,"First Year Section - 001 EAS 741 is currently the only required in-house course for SEAS Doctoral Students. It is the only course that all SEAS students have together, and thus is one of the main opportunities for both learning about interdisciplinary high impact environmental and sustainability research, developing a common understanding of PhD level environment and sustainability research, and for cohort building."
EAS 741.002,Research Paradigms,Fall 2025,2,Pamela Jagger,"Second Year Section - 002 EAS 741 is currently the only required in-house course for SEAS Doctoral Students. It is the only course that all SEAS students have together, and thus is one of the main opportunities for both learning about interdisciplinary high impact environmental and sustainability research, developing a common understanding of PhD level environment and sustainability research, and for cohort building."
EAS 750.001,Urban Design Studio,Winter 2025,2,"Mark Lindquist Yang, Qiuyi","The Urban Design Studio focuses on design in urban contexts at a range of scales - from neighborhood down to site - while introducing students to spatial configuration in urban environments that integrate the many cultural, spatial, architectural, and ecological issues of these places. This studio aims to further develop skills in conceptualization and visualization through consideration of contemporary urban design issues. It includes documentation and analysis of urban form and process, and explores site planning and design of the public realm. Issues of local and regional identity and sustainability inform the approach of the studio.   Objectives 1. To gain experience in documenting, analyzing and understanding urban form and its evolution 2. To develop knowledge of key concepts and principles of urban design and their application through the exploration of an approach and methodology for urban design 3. To develop the ability to address issues and opportunities at the urban scale in three-dimensional form through a process of design development 4. To gain experience in graphic thinking and communication as it relates to urban design   The course aims for students to engage with complex urban design challenges and to achieve levels of design resolution well beyond their previous studio assignments, while critically engaging and challenging their own design processes. Students are required to take a clear position on the issues at stake and articulate that position visually and spatially through their own individual project. All assignment work will be project-based, with each of the stages building upon one another to produce a final design that demonstrates technical, theoretical, ecological and spatial competencies."
